roasting_id,roasting_method,source_bean_country,source_bean_type,month,year,price_per_unit
1,Medium,Colombia,Robusta,10,2020,17.81
1,Medium,Colombia,Robusta,11,2020,19.74
1,Medium,Colombia,Robusta,12,2020,20.83
1,Medium,Colombia,Robusta,1,2021,20.83
1,Medium,Colombia,Robusta,2,2021,20.83
1,Medium,Colombia,Robusta,3,2021,20.83
1,Medium,Colombia,Robusta,4,2021,20.83
1,Medium,Colombia,Robusta,5,2021,20.83
1,Medium,Colombia,Robusta,6,2021,20.83
1,Medium,Colombia,Robusta,7,2021,20.83
1,Medium,Colombia,Robusta,8,2021,20.83
1,Medium,Colombia,Robusta,9,2021,20.83
1,Medium,Colombia,Robusta,10,2021,20.83
1,Medium,Colombia,Robusta,11,2021,20.83
1,Medium,Colombia,Robusta,12,2021,20.83
1,Medium,Colombia,Robusta,1,2022,20.83
1,Medium,Colombia,Robusta,2,2022,20.83
1,Medium,Colombia,Robusta,3,2022,20.83
1,Medium,Colombia,Robusta,4,2022,20.83
1,Medium,Colombia,Robusta,5,2022,20.83
1,Medium,Colombia,Robusta,6,2022,20.83
1,Medium,Colombia,Robusta,7,2022,20.83
1,Medium,Colombia,Robusta,8,2022,20.83
1,Medium,Colombia,Robusta,9,2022,20.83
1,Medium,Colombia,Robusta,10,2022,21.25
1,Medium,Colombia,Robusta,11,2022,21.25
1,Medium,Colombia,Robusta,12,2022,21.25
1,Medium,Colombia,Robusta,1,2023,21.25
1,Medium,Colombia,Robusta,2,2023,21.25
1,Medium,Colombia,Robusta,3,2023,21.25
1,Medium,Colombia,Robusta,4,2023,21.25
1,Medium,Colombia,Robusta,5,2023,21.25
1,Medium,Colombia,Robusta,6,2023,21.25
1,Medium,Colombia,Robusta,7,2023,21.25
1,Medium,Colombia,Robusta,8,2023,21.25
1,Medium,Colombia,Robusta,9,2023,21.25
1,Medium,Colombia,Robusta,10,2023,21.25
1,Medium,Colombia,Robusta,11,2023,21.25
1,Medium,Colombia,Robusta,12,2023,21.25
2,Light,Vietnam,Arabica,1,2014,7.23
2,Light,Vietnam,Arabica,2,2014,7.23
2,Light,Vietnam,Arabica,3,2014,7.23
2,Light,Vietnam,Arabica,4,2014,7.23
2,Light,Vietnam,Arabica,5,2014,7.23
2,Light,Vietnam,Arabica,6,2014,7.23
2,Light,Vietnam,Arabica,7,2014,7.23
2,Light,Vietnam,Arabica,8,2014,7.23
2,Light,Vietnam,Arabica,9,2014,7.23
2,Light,Vietnam,Arabica,10,2014,7.23
2,Light,Vietnam,Arabica,11,2014,7.23
2,Light,Vietnam,Arabica,12,2014,7.23
2,Light,Vietnam,Arabica,1,2015,7.23
2,Light,Vietnam,Arabica,2,2015,7.23
2,Light,Vietnam,Arabica,3,2015,7.23
2,Light,Vietnam,Arabica,4,2015,7.23
2,Light,Vietnam,Arabica,5,2015,7.23
2,Light,Vietnam,Arabica,6,2015,7.23
2,Light,Vietnam,Arabica,7,2015,7.23
2,Light,Vietnam,Arabica,8,2015,7.23
2,Light,Vietnam,Arabica,9,2015,7.23
2,Light,Vietnam,Arabica,10,2015,7.23
2,Light,Vietnam,Arabica,11,2015,7.23
2,Light,Vietnam,Arabica,12,2015,7.23
2,Light,Vietnam,Arabica,1,2016,7.23
2,Light,Vietnam,Arabica,2,2016,7.23
2,Light,Vietnam,Arabica,3,2016,7.23
2,Light,Vietnam,Arabica,4,2016,7.23
2,Light,Vietnam,Arabica,5,2016,7.23
2,Light,Vietnam,Arabica,6,2016,7.23
2,Light,Vietnam,Arabica,7,2016,7.23
2,Light,Vietnam,Arabica,8,2016,7.23
2,Light,Vietnam,Arabica,9,2016,7.23
2,Light,Vietnam,Arabica,10,2016,7.23
2,Light,Vietnam,Arabica,11,2016,7.23
2,Light,Vietnam,Arabica,12,2016,7.23
2,Light,Vietnam,Arabica,1,2017,7.23
2,Light,Vietnam,Arabica,2,2017,7.23
2,Light,Vietnam,Arabica,3,2017,9.08
2,Light,Vietnam,Arabica,4,2017,9.08
2,Light,Vietnam,Arabica,5,2017,9.08
2,Light,Vietnam,Arabica,6,2017,9.08
2,Light,Vietnam,Arabica,7,2017,9.08
2,Light,Vietnam,Arabica,8,2017,9.08
2,Light,Vietnam,Arabica,9,2017,9.08
2,Light,Vietnam,Arabica,10,2017,9.08
2,Light,Vietnam,Arabica,11,2017,9.08
2,Light,Vietnam,Arabica,12,2017,9.08
2,Light,Vietnam,Arabica,1,2018,9.08
2,Light,Vietnam,Arabica,2,2018,9.08
2,Light,Vietnam,Arabica,3,2018,9.08
2,Light,Vietnam,Arabica,4,2018,9.08
2,Light,Vietnam,Arabica,5,2018,9.08
2,Light,Vietnam,Arabica,6,2018,9.08
2,Light,Vietnam,Arabica,7,2018,9.08
2,Light,Vietnam,Arabica,8,2018,9.08
2,Light,Vietnam,Arabica,9,2018,10.84
2,Light,Vietnam,Arabica,10,2018,10.84
2,Light,Vietnam,Arabica,11,2018,10.84
2,Light,Vietnam,Arabica,12,2018,10.84
2,Light,Vietnam,Arabica,1,2019,10.84
2,Light,Vietnam,Arabica,2,2019,10.84
2,Light,Vietnam,Arabica,3,2019,12.21
2,Light,Vietnam,Arabica,4,2019,12.21
2,Light,Vietnam,Arabica,5,2019,12.21
2,Light,Vietnam,Arabica,6,2019,12.21
2,Light,Vietnam,Arabica,7,2019,12.21
2,Light,Vietnam,Arabica,8,2019,12.21
2,Light,Vietnam,Arabica,9,2019,12.21
2,Light,Vietnam,Arabica,10,2019,12.21
2,Light,Vietnam,Arabica,11,2019,12.21
2,Light,Vietnam,Arabica,12,2019,12.21
2,Light,Vietnam,Arabica,1,2020,12.21
2,Light,Vietnam,Arabica,2,2020,12.21
2,Light,Vietnam,Arabica,3,2020,12.21
2,Light,Vietnam,Arabica,4,2020,13.68
2,Light,Vietnam,Arabica,5,2020,13.68
2,Light,Vietnam,Arabica,6,2020,14.76
2,Light,Vietnam,Arabica,7,2020,14.94
2,Light,Vietnam,Arabica,8,2020,14.94
2,Light,Vietnam,Arabica,9,2020,14.94
2,Light,Vietnam,Arabica,10,2020,14.57
2,Light,Vietnam,Arabica,11,2020,14.24
2,Light,Vietnam,Arabica,12,2020,14.24
2,Light,Vietnam,Arabica,1,2021,14.24
2,Light,Vietnam,Arabica,2,2021,14.24
2,Light,Vietnam,Arabica,3,2021,14.24
2,Light,Vietnam,Arabica,4,2021,14.24
2,Light,Vietnam,Arabica,5,2021,14.24
2,Light,Vietnam,Arabica,6,2021,14.24
2,Light,Vietnam,Arabica,7,2021,14.24
2,Light,Vietnam,Arabica,8,2021,14.24
2,Light,Vietnam,Arabica,9,2021,14.24
2,Light,Vietnam,Arabica,10,2021,14.24
2,Light,Vietnam,Arabica,11,2021,14.24
2,Light,Vietnam,Arabica,12,2021,14.24
2,Light,Vietnam,Arabica,1,2022,14.24
2,Light,Vietnam,Arabica,2,2022,14.24
2,Light,Vietnam,Arabica,3,2022,14.24
2,Light,Vietnam,Arabica,4,2022,14.24
2,Light,Vietnam,Arabica,5,2022,14.24
2,Light,Vietnam,Arabica,6,2022,14.24
2,Light,Vietnam,Arabica,7,2022,14.24
2,Light,Vietnam,Arabica,8,2022,14.24
2,Light,Vietnam,Arabica,9,2022,14.24
2,Light,Vietnam,Arabica,10,2022,14.24
2,Light,Vietnam,Arabica,11,2022,14.24
2,Light,Vietnam,Arabica,12,2022,14.24
2,Light,Vietnam,Arabica,1,2023,14.24
2,Light,Vietnam,Arabica,2,2023,14.24
2,Light,Vietnam,Arabica,3,2023,14.24
2,Light,Vietnam,Arabica,4,2023,14.24
2,Light,Vietnam,Arabica,5,2023,14.24
2,Light,Vietnam,Arabica,6,2023,14.24
2,Light,Vietnam,Arabica,7,2023,14.24
2,Light,Vietnam,Arabica,8,2023,14.24
2,Light,Vietnam,Arabica,9,2023,14.24
2,Light,Vietnam,Arabica,10,2023,14.24
2,Light,Vietnam,Arabica,11,2023,14.24
2,Light,Vietnam,Arabica,12,2023,14.24
3,Dark,Indonesia,Robusta,1,2014,8.74
3,Dark,Indonesia,Robusta,2,2014,8.74
3,Dark,Indonesia,Robusta,3,2014,8.74
3,Dark,Indonesia,Robusta,4,2014,8.74
3,Dark,Indonesia,Robusta,5,2014,8.74
3,Dark,Indonesia,Robusta,6,2014,8.74
3,Dark,Indonesia,Robusta,7,2014,8.74
3,Dark,Indonesia,Robusta,8,2014,8.74
3,Dark,Indonesia,Robusta,9,2014,8.74
3,Dark,Indonesia,Robusta,10,2014,8.74
3,Dark,Indonesia,Robusta,11,2014,8.74
3,Dark,Indonesia,Robusta,12,2014,8.74
3,Dark,Indonesia,Robusta,1,2015,8.74
3,Dark,Indonesia,Robusta,2,2015,8.74
3,Dark,Indonesia,Robusta,3,2015,8.6
3,Dark,Indonesia,Robusta,4,2015,8.6
3,Dark,Indonesia,Robusta,5,2015,8.33
3,Dark,Indonesia,Robusta,6,2015,8.33
3,Dark,Indonesia,Robusta,7,2015,8.33
3,Dark,Indonesia,Robusta,8,2015,8.33
3,Dark,Indonesia,Robusta,9,2015,9.93
3,Dark,Indonesia,Robusta,10,2015,9.93
3,Dark,Indonesia,Robusta,11,2015,9.93
3,Dark,Indonesia,Robusta,12,2015,9.93
3,Dark,Indonesia,Robusta,1,2016,9.93
3,Dark,Indonesia,Robusta,2,2016,9.93
3,Dark,Indonesia,Robusta,3,2016,9.93
3,Dark,Indonesia,Robusta,4,2016,9.93
3,Dark,Indonesia,Robusta,5,2016,11.35
3,Dark,Indonesia,Robusta,6,2016,11.35
3,Dark,Indonesia,Robusta,7,2016,11.35
3,Dark,Indonesia,Robusta,8,2016,11.35
3,Dark,Indonesia,Robusta,9,2016,11.35
3,Dark,Indonesia,Robusta,10,2016,11.35
3,Dark,Indonesia,Robusta,11,2016,11.35
3,Dark,Indonesia,Robusta,12,2016,11.35
3,Dark,Indonesia,Robusta,1,2017,11.35
3,Dark,Indonesia,Robusta,2,2017,11.35
3,Dark,Indonesia,Robusta,3,2017,11.35
3,Dark,Indonesia,Robusta,4,2017,11.35
3,Dark,Indonesia,Robusta,5,2017,11.35
3,Dark,Indonesia,Robusta,6,2017,11.35
3,Dark,Indonesia,Robusta,7,2017,11.35
3,Dark,Indonesia,Robusta,8,2017,11.35
3,Dark,Indonesia,Robusta,9,2017,11.35
3,Dark,Indonesia,Robusta,10,2017,11.35
3,Dark,Indonesia,Robusta,11,2017,11.35
3,Dark,Indonesia,Robusta,12,2017,11.35
3,Dark,Indonesia,Robusta,1,2018,11.35
3,Dark,Indonesia,Robusta,2,2018,11.35
3,Dark,Indonesia,Robusta,3,2018,11.35
3,Dark,Indonesia,Robusta,4,2018,11.35
3,Dark,Indonesia,Robusta,5,2018,11.35
3,Dark,Indonesia,Robusta,6,2018,11.35
3,Dark,Indonesia,Robusta,7,2018,11.35
3,Dark,Indonesia,Robusta,8,2018,11.35
3,Dark,Indonesia,Robusta,9,2018,11.35
3,Dark,Indonesia,Robusta,10,2018,11.35
3,Dark,Indonesia,Robusta,11,2018,11.35
3,Dark,Indonesia,Robusta,12,2018,11.35
3,Dark,Indonesia,Robusta,1,2019,11.35
3,Dark,Indonesia,Robusta,2,2019,11.35
3,Dark,Indonesia,Robusta,3,2019,11.35
3,Dark,Indonesia,Robusta,4,2019,11.35
3,Dark,Indonesia,Robusta,5,2019,11.35
3,Dark,Indonesia,Robusta,6,2019,11.35
3,Dark,Indonesia,Robusta,7,2019,11.35
3,Dark,Indonesia,Robusta,8,2019,11.35
3,Dark,Indonesia,Robusta,9,2019,11.35
3,Dark,Indonesia,Robusta,10,2019,11.35
3,Dark,Indonesia,Robusta,11,2019,11.35
3,Dark,Indonesia,Robusta,12,2019,11.35
3,Dark,Indonesia,Robusta,1,2020,12.58
3,Dark,Indonesia,Robusta,2,2020,13.84
3,Dark,Indonesia,Robusta,3,2020,13.84
3,Dark,Indonesia,Robusta,4,2020,13.89
3,Dark,Indonesia,Robusta,5,2020,14.59
3,Dark,Indonesia,Robusta,6,2020,14.99
3,Dark,Indonesia,Robusta,7,2020,14.99
3,Dark,Indonesia,Robusta,8,2020,14.99
3,Dark,Indonesia,Robusta,9,2020,14.99
3,Dark,Indonesia,Robusta,10,2020,14.99
3,Dark,Indonesia,Robusta,11,2020,14.99
3,Dark,Indonesia,Robusta,12,2020,14.99
3,Dark,Indonesia,Robusta,1,2021,14.99
3,Dark,Indonesia,Robusta,2,2021,14.99
3,Dark,Indonesia,Robusta,3,2021,14.99
3,Dark,Indonesia,Robusta,4,2021,14.99
3,Dark,Indonesia,Robusta,5,2021,14.99
3,Dark,Indonesia,Robusta,6,2021,14.99
3,Dark,Indonesia,Robusta,7,2021,14.99
3,Dark,Indonesia,Robusta,8,2021,14.99
3,Dark,Indonesia,Robusta,9,2021,14.99
3,Dark,Indonesia,Robusta,10,2021,14.99
3,Dark,Indonesia,Robusta,11,2021,14.99
3,Dark,Indonesia,Robusta,12,2021,14.99
3,Dark,Indonesia,Robusta,1,2022,14.99
3,Dark,Indonesia,Robusta,2,2022,14.99
3,Dark,Indonesia,Robusta,3,2022,14.99
3,Dark,Indonesia,Robusta,4,2022,14.99
3,Dark,Indonesia,Robusta,5,2022,14.99
3,Dark,Indonesia,Robusta,6,2022,14.99
3,Dark,Indonesia,Robusta,7,2022,14.99
3,Dark,Indonesia,Robusta,8,2022,14.99
3,Dark,Indonesia,Robusta,9,2022,14.99
3,Dark,Indonesia,Robusta,10,2022,14.99
3,Dark,Indonesia,Robusta,11,2022,14.99
3,Dark,Indonesia,Robusta,12,2022,14.99
3,Dark,Indonesia,Robusta,1,2023,14.99
3,Dark,Indonesia,Robusta,2,2023,14.99
3,Dark,Indonesia,Robusta,3,2023,14.99
3,Dark,Indonesia,Robusta,4,2023,14.99
3,Dark,Indonesia,Robusta,5,2023,14.99
3,Dark,Indonesia,Robusta,6,2023,14.99
3,Dark,Indonesia,Robusta,7,2023,15.33
3,Dark,Indonesia,Robusta,8,2023,15.33
3,Dark,Indonesia,Robusta,9,2023,15.33
3,Dark,Indonesia,Robusta,10,2023,15.33
3,Dark,Indonesia,Robusta,11,2023,15.33
3,Dark,Indonesia,Robusta,12,2023,15.33
4,Light,Ethiopia,Arabica,1,2014,6.25
4,Light,Ethiopia,Arabica,2,2014,6.25
4,Light,Ethiopia,Arabica,3,2014,6.25
4,Light,Ethiopia,Arabica,4,2014,6.25
4,Light,Ethiopia,Arabica,5,2014,6.25
4,Light,Ethiopia,Arabica,6,2014,6.25
4,Light,Ethiopia,Arabica,7,2014,6.25
4,Light,Ethiopia,Arabica,8,2014,6.25
4,Light,Ethiopia,Arabica,9,2014,6.25
4,Light,Ethiopia,Arabica,10,2014,6.25
4,Light,Ethiopia,Arabica,11,2014,6.25
4,Light,Ethiopia,Arabica,12,2014,6.25
4,Light,Ethiopia,Arabica,1,2015,6.25
4,Light,Ethiopia,Arabica,2,2015,6.25
4,Light,Ethiopia,Arabica,3,2015,6.25
4,Light,Ethiopia,Arabica,4,2015,6.25
4,Light,Ethiopia,Arabica,5,2015,6.25
4,Light,Ethiopia,Arabica,6,2015,6.25
4,Light,Ethiopia,Arabica,7,2015,6.25
4,Light,Ethiopia,Arabica,8,2015,6.25
4,Light,Ethiopia,Arabica,9,2015,6.25
4,Light,Ethiopia,Arabica,10,2015,6.25
4,Light,Ethiopia,Arabica,11,2015,6.25
4,Light,Ethiopia,Arabica,12,2015,6.25
4,Light,Ethiopia,Arabica,1,2016,6.25
4,Light,Ethiopia,Arabica,2,2016,6.25
4,Light,Ethiopia,Arabica,3,2016,6.25
4,Light,Ethiopia,Arabica,4,2016,6.25
4,Light,Ethiopia,Arabica,5,2016,6.25
4,Light,Ethiopia,Arabica,6,2016,6.25
4,Light,Ethiopia,Arabica,7,2016,6.25
4,Light,Ethiopia,Arabica,8,2016,6.25
4,Light,Ethiopia,Arabica,9,2016,6.25
4,Light,Ethiopia,Arabica,10,2016,6.25
4,Light,Ethiopia,Arabica,11,2016,6.25
4,Light,Ethiopia,Arabica,12,2016,6.25
4,Light,Ethiopia,Arabica,1,2017,6.25
4,Light,Ethiopia,Arabica,2,2017,6.25
4,Light,Ethiopia,Arabica,3,2017,6.25
4,Light,Ethiopia,Arabica,4,2017,6.25
4,Light,Ethiopia,Arabica,5,2017,6.25
4,Light,Ethiopia,Arabica,6,2017,6.25
4,Light,Ethiopia,Arabica,7,2017,6.25
4,Light,Ethiopia,Arabica,8,2017,6.25
4,Light,Ethiopia,Arabica,9,2017,6.25
4,Light,Ethiopia,Arabica,10,2017,6.25
4,Light,Ethiopia,Arabica,11,2017,6.25
4,Light,Ethiopia,Arabica,12,2017,6.25
4,Light,Ethiopia,Arabica,1,2018,6.25
4,Light,Ethiopia,Arabica,2,2018,6.25
4,Light,Ethiopia,Arabica,3,2018,6.25
4,Light,Ethiopia,Arabica,4,2018,6.25
4,Light,Ethiopia,Arabica,5,2018,6.25
4,Light,Ethiopia,Arabica,6,2018,6.25
4,Light,Ethiopia,Arabica,7,2018,6.25
4,Light,Ethiopia,Arabica,8,2018,6.25
4,Light,Ethiopia,Arabica,9,2018,6.25
4,Light,Ethiopia,Arabica,10,2018,6.25
4,Light,Ethiopia,Arabica,11,2018,6.25
4,Light,Ethiopia,Arabica,12,2018,6.25
4,Light,Ethiopia,Arabica,1,2019,6.25
4,Light,Ethiopia,Arabica,2,2019,6.25
4,Light,Ethiopia,Arabica,3,2019,6.25
4,Light,Ethiopia,Arabica,4,2019,6.25
4,Light,Ethiopia,Arabica,5,2019,6.25
4,Light,Ethiopia,Arabica,6,2019,6.25
4,Light,Ethiopia,Arabica,7,2019,6.25
4,Light,Ethiopia,Arabica,8,2019,6.25
4,Light,Ethiopia,Arabica,9,2019,6.25
4,Light,Ethiopia,Arabica,10,2019,6.25
4,Light,Ethiopia,Arabica,11,2019,6.25
4,Light,Ethiopia,Arabica,12,2019,6.25
4,Light,Ethiopia,Arabica,1,2020,6.25
4,Light,Ethiopia,Arabica,2,2020,7.27
4,Light,Ethiopia,Arabica,3,2020,7.27
4,Light,Ethiopia,Arabica,4,2020,7.22
4,Light,Ethiopia,Arabica,5,2020,7.22
4,Light,Ethiopia,Arabica,6,2020,7.22
4,Light,Ethiopia,Arabica,7,2020,7.22
4,Light,Ethiopia,Arabica,8,2020,7.22
4,Light,Ethiopia,Arabica,9,2020,7.22
4,Light,Ethiopia,Arabica,10,2020,7.22
4,Light,Ethiopia,Arabica,11,2020,7.22
4,Light,Ethiopia,Arabica,12,2020,7.2
4,Light,Ethiopia,Arabica,1,2021,7.2
4,Light,Ethiopia,Arabica,2,2021,7.2
4,Light,Ethiopia,Arabica,3,2021,7.2
4,Light,Ethiopia,Arabica,4,2021,7.2
4,Light,Ethiopia,Arabica,5,2021,7.2
4,Light,Ethiopia,Arabica,6,2021,7.2
4,Light,Ethiopia,Arabica,7,2021,7.2
4,Light,Ethiopia,Arabica,8,2021,7.2
4,Light,Ethiopia,Arabica,9,2021,7.2
4,Light,Ethiopia,Arabica,10,2021,7.2
4,Light,Ethiopia,Arabica,11,2021,7.2
4,Light,Ethiopia,Arabica,12,2021,7.2
4,Light,Ethiopia,Arabica,1,2022,7.2
4,Light,Ethiopia,Arabica,2,2022,7.2
4,Light,Ethiopia,Arabica,3,2022,7.2
4,Light,Ethiopia,Arabica,4,2022,7.2
4,Light,Ethiopia,Arabica,5,2022,7.2
4,Light,Ethiopia,Arabica,6,2022,7.2
4,Light,Ethiopia,Arabica,7,2022,7.2
4,Light,Ethiopia,Arabica,8,2022,8.24
4,Light,Ethiopia,Arabica,9,2022,8.24
4,Light,Ethiopia,Arabica,10,2022,8.24
4,Light,Ethiopia,Arabica,11,2022,8.59
4,Light,Ethiopia,Arabica,12,2022,8.59
4,Light,Ethiopia,Arabica,1,2023,8.59
4,Light,Ethiopia,Arabica,2,2023,8.59
4,Light,Ethiopia,Arabica,3,2023,8.59
4,Light,Ethiopia,Arabica,4,2023,8.59
4,Light,Ethiopia,Arabica,5,2023,8.59
4,Light,Ethiopia,Arabica,6,2023,8.29
4,Light,Ethiopia,Arabica,7,2023,8.29
4,Light,Ethiopia,Arabica,8,2023,8.29
4,Light,Ethiopia,Arabica,9,2023,8.29
4,Light,Ethiopia,Arabica,10,2023,8.29
4,Light,Ethiopia,Arabica,11,2023,8.29
4,Light,Ethiopia,Arabica,12,2023,8.29
5,Light,Colombia,Arabica,1,2014,9.85
5,Light,Colombia,Arabica,2,2014,9.54
5,Light,Colombia,Arabica,3,2014,9.54
5,Light,Colombia,Arabica,4,2014,9.54
5,Light,Colombia,Arabica,5,2014,9.54
5,Light,Colombia,Arabica,6,2014,9.54
5,Light,Colombia,Arabica,7,2014,9.54
5,Light,Colombia,Arabica,8,2014,9.54
5,Light,Colombia,Arabica,9,2014,9.54
5,Light,Colombia,Arabica,10,2014,9.54
5,Light,Colombia,Arabica,11,2014,9.54
5,Light,Colombia,Arabica,12,2014,9.54
5,Light,Colombia,Arabica,1,2015,9.54
5,Light,Colombia,Arabica,2,2015,9.54
5,Light,Colombia,Arabica,3,2015,9.54
5,Light,Colombia,Arabica,4,2015,9.54
5,Light,Colombia,Arabica,5,2015,9.54
5,Light,Colombia,Arabica,6,2015,9.54
5,Light,Colombia,Arabica,7,2015,9.54
5,Light,Colombia,Arabica,8,2015,9.54
5,Light,Colombia,Arabica,9,2015,9.54
5,Light,Colombia,Arabica,10,2015,9.57
5,Light,Colombia,Arabica,11,2015,9.57
5,Light,Colombia,Arabica,12,2015,9.57
5,Light,Colombia,Arabica,1,2016,9.57
5,Light,Colombia,Arabica,2,2016,9.57
5,Light,Colombia,Arabica,3,2016,9.57
5,Light,Colombia,Arabica,4,2016,9.57
5,Light,Colombia,Arabica,5,2016,9.57
5,Light,Colombia,Arabica,6,2016,9.57
5,Light,Colombia,Arabica,7,2016,9.34
5,Light,Colombia,Arabica,8,2016,9.34
5,Light,Colombia,Arabica,9,2016,9.34
5,Light,Colombia,Arabica,10,2016,9.34
5,Light,Colombia,Arabica,11,2016,9.96
5,Light,Colombia,Arabica,12,2016,9.96
5,Light,Colombia,Arabica,1,2017,9.96
5,Light,Colombia,Arabica,2,2017,9.96
5,Light,Colombia,Arabica,3,2017,9.96
5,Light,Colombia,Arabica,4,2017,9.96
5,Light,Colombia,Arabica,5,2017,11.88
5,Light,Colombia,Arabica,6,2017,11.88
5,Light,Colombia,Arabica,7,2017,11.88
5,Light,Colombia,Arabica,8,2017,11.88
5,Light,Colombia,Arabica,9,2017,11.88
5,Light,Colombia,Arabica,10,2017,11.88
5,Light,Colombia,Arabica,11,2017,11.88
5,Light,Colombia,Arabica,12,2017,11.88
5,Light,Colombia,Arabica,1,2018,11.88
5,Light,Colombia,Arabica,2,2018,11.88
5,Light,Colombia,Arabica,3,2018,11.88
5,Light,Colombia,Arabica,4,2018,11.88
5,Light,Colombia,Arabica,5,2018,11.88
5,Light,Colombia,Arabica,6,2018,11.88
5,Light,Colombia,Arabica,7,2018,11.88
5,Light,Colombia,Arabica,8,2018,11.88
5,Light,Colombia,Arabica,9,2018,11.88
5,Light,Colombia,Arabica,10,2018,11.88
5,Light,Colombia,Arabica,11,2018,11.88
5,Light,Colombia,Arabica,12,2018,11.88
5,Light,Colombia,Arabica,1,2019,11.88
5,Light,Colombia,Arabica,2,2019,11.88
5,Light,Colombia,Arabica,3,2019,11.88
5,Light,Colombia,Arabica,4,2019,11.88
5,Light,Colombia,Arabica,5,2019,11.45
5,Light,Colombia,Arabica,6,2019,11.45
5,Light,Colombia,Arabica,7,2019,11.45
5,Light,Colombia,Arabica,8,2019,11.09
5,Light,Colombia,Arabica,9,2019,11.09
5,Light,Colombia,Arabica,10,2019,11.09
